java.lang.reflect.Constructor.newInstance(Object[]);System.Reflection.ConstructorInfo.ILOG.J2CsMapping.Reflect.Helper.Invoke<%1>(@0,@1)
java.util.Iterator.hasNext();ILOG.J2CsMapping.Collections.Generics.IIterator.HasNext()
java.util.Iterator.next();ILOG.J2CsMapping.Collections.Generics.IIterator.Next()
java.util.TreeSet.isEmpty();ILOG.J2CsMapping.Collections.Generics.IIterator.IsEmpty()
java.util.TreeSet.size();ILOG.J2CsMapping.Collections.Generics.IIterator.Count()
java.util.Iterator.hasNext();ILOG.J2CsMapping.Collections.Generics.IIterator.HasNext()
java.util.Set.iterator();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.IteratorAdapter<%1>(GetEnumerator())
java.util.EnumSet.complementOf(EnumSet<E>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.EnumSet/* insert_here:<%1> */.ComplementOf/* insert_here:<%1> */(@1)
java.util.EnumSet.of(E);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.EnumSet/* insert_here:<%1> */.Of/* insert_here:<%1> */(@1)
java.util.EnumSet.allOf(Class<E>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.EnumSet/* insert_here:<%1> */.AllOf/* insert_here:<%1> */(@1)
java.util.EnumSet.range(E,E);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.EnumSet/* insert_here:<%1> */.Range/* insert_here:<%1> */(@1,@2)
java.util.EnumSet.copyOf(Collection<E>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.EnumSet/* insert_here:<%1> */.CopyOf/* insert_here:<%1> */(@1)
java.util.EnumSet.of(E,E,E,E,E);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.EnumSet/* insert_here:<%1> */.Of/* insert_here:<%1> */(@1,@2,@3,@4,@5)
java.util.EnumSet.of(E,E,E);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.EnumSet/* insert_here:<%1> */.Of/* insert_here:<%1> */(@1,@2,@3)
java.util.EnumSet.noneOf(Class<E>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.EnumSet/* insert_here:<%1> */.NoneOf/* insert_here:<%1> */(@1)
java.util.EnumSet.of(E,E[]);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.EnumSet/* insert_here:<%1> */.Of/* insert_here:<%1> */(@1,@2)
java.util.EnumSet.of(E,E,E,E);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.EnumSet/* insert_here:<%1> */.Of/* insert_here:<%1> */(@1,@2,@3,@4)
java.util.EnumSet.copyOf(EnumSet<E>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.EnumSet/* insert_here:<%1> */.CopyOf/* insert_here:<%1> */(@1)
java.util.AbstractCollection.contains(Object);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.Contains(@1,@0)
java.util.Stack.empty();ILOG.J2CsMapping.Collections.Generics.IIterator.(Count==0)
java.util.AbstractList.iterator();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.IteratorAdapter<%1>(GetEnumerator())
java.util.AbstractList.subList(int,int);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.SubList(@0,@1,@2)
java.util.SortedMap.entrySet();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.ListSet<KeyValuePair<%1,%2>>(@0)
java.util.SortedMap.keySet();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.ListSet<%1>(Keys)
java.util.SortedMap.subMap(K,K);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.SubMap<%1,%2>(@0,@1,@2)
java.util.SortedMap.firstKey();ILOG.J2CsMapping.Collections.Generics.IIterator.Keys[0]
java.util.Collections.emptySet();ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections./* Generics. */Collections.EmptySet/* insert_here:<%1> */()
java.util.Collections.sort(List<T>,Comparator<? super T>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections./* Generics. */Collections.Sort(@1,@2)
java.util.Collections.singleton(T);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections./* Generics. */Collections.Singleton(@1)
java.util.Collections.singletonList(T);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections./* Generics. */Collections.SingletonList<%1>(@1)
java.util.Collections.binarySearch(Comparable<? super T>>,T);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections./* Generics. */Collections.BinarySearch(@1,@2)
java.util.Collections.unmodifiableList(List<? extends T>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections./* Generics. */Collections.UnmodifiableList(@1)
java.util.Collections.emptyList();ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections./* Generics. */Collections.EmptyList/* insert_here:<%1> */()
java.util.Collections.enumeration(Collection<T>);ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections./* Generics. */IteratorAdapter<%1>(GetEnumerator())
java.util.Collections.sort(List<T>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections./* Generics. */Collections.Sort(@1)
java.util.Collections.unmodifiableMap(Map<? extends K,? extends V>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections./* Generics. */Collections.UnmodifiableMap(@1)
java.util.Map.isEmpty();ILOG.J2CsMapping.Collections.Generics.IIterator.(Count==0)
java.util.Map.get(Object);ILOG.J2CsMapping.Collections.Generics.IIterator.((%2)ILOG.J2CsMapping.Collections.Generics.Collections.Get(@0,@1))
java.util.Map.putAll(Map<? extends K,? extends V>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.PutAll(@0,@1)
java.util.Map.entrySet();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.ListSet<KeyValuePair<%1,%2>>(@0)
java.util.Map.remove(Object);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.Remove(@0,@1)
java.util.Map.values();ILOG.J2CsMapping.Collections.Generics.IIterator.Values()
java.util.Map.put(K,V);ILOG.J2CsMapping.Collections.Generics.IIterator./* insert_here:(%2) */ILOG.J2CsMapping.Collections.Generics.Collections.Put(@0,(%1)(@1),(%2)(@2))
java.util.Map.size();ILOG.J2CsMapping.Collections.Generics.IIterator.Count()
java.util.Map.keySet();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.ListSet<%1>(Keys)
java.util.Map.containsValue(Object);ILOG.J2CsMapping.Collections.Generics.IIterator.Values.Contains(@1)
java.util.TreeMap.headMap(K);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.HeadMap(@0,@1)
java.util.TreeMap.get(Object);ILOG.J2CsMapping.Collections.Generics.IIterator.(%2)ILOG.J2CsMapping.Collections.Generics.Collections.Get(@0,@1)
java.util.TreeMap.remove(Object);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.Remove(@0,@1)
java.util.TreeMap.entrySet();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.ListSet<KeyValuePair<%1,%2>>(@0)
java.util.TreeMap.values();ILOG.J2CsMapping.Collections.Generics.IIterator.Values()
java.util.TreeMap.size();ILOG.J2CsMapping.Collections.Generics.IIterator.Count()
java.util.TreeMap.put(K,V);ILOG.J2CsMapping.Collections.Generics.IIterator./* insert_here:(%2) */ILOG.J2CsMapping.Collections.Generics.Collections.Put(@0,(%1)(@1),(%2)(@2))
java.util.TreeMap.keySet();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.ListSet<%1>(Keys)
java.util.HashMap.get(Object);ILOG.J2CsMapping.Collections.Generics.IIterator.(%2)ILOG.J2CsMapping.Collections.Generics.Collections.Get(@0,@1)
java.util.HashMap.putAll(Map<? extends K,? extends V>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.PutAll(@0,@1)
java.util.HashMap.entrySet();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.ListSet<KeyValuePair<%1,%2>>(@0)
java.util.HashMap.put(K,V);ILOG.J2CsMapping.Collections.Generics.IIterator./* insert_here:(%2) */ILOG.J2CsMapping.Collections.Generics.Collections.Put(@0,(%1)(@1),(%2)(@2))
java.util.HashMap.size();ILOG.J2CsMapping.Collections.Generics.IIterator.Count()
java.util.HashMap.keySet();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.ListSet<%1>(Keys)
java.util.ArrayList.addAll(int,Collection<? extends E>);ILOG.J2CsMapping.Collections.Generics.IIterator.InsertRange(int,java.util.Collection<? extends E>)
java.util.ArrayList.addAll(Collection<? extends E>);ILOG.J2CsMapping.Collections.Generics.IIterator.AddRange(java.util.Collection<? extends E>)
java.util.ArrayList.size();ILOG.J2CsMapping.Collections.Generics.IIterator.Count()
java.util.ArrayList.ensureCapacity(int);ILOG.J2CsMapping.Collections.Generics.IIterator.Capacity=@1
java.util.WeakHashMap.size();ILOG.J2CsMapping.Collections.Generics.IIterator.Count()
java.util.Hashtable.get(Object);ILOG.J2CsMapping.Collections.Generics.IIterator.(%2)ILOG.J2CsMapping.Collections.Generics.Collections.Get(@0,@1)
java.util.Hashtable.putAll(Map<? extends K,? extends V>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.PutAll(@0,@1)
java.util.Hashtable.elements();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.IteratorAdapter<%2>(Values.GetEnumerator())
java.util.Hashtable.entrySet();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.ListSet<KeyValuePair<%1,%2>>(@0)
java.util.Hashtable.keys();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.IteratorAdapter<%1>(Keys.GetEnumerator())
java.util.Hashtable.values();ILOG.J2CsMapping.Collections.Generics.IIterator.Values()
java.util.Hashtable.put(K,V);ILOG.J2CsMapping.Collections.Generics.IIterator./* insert_here:(%2) */ILOG.J2CsMapping.Collections.Generics.Collections.Put(@0,(%1)(@1),(%2)(@2))
java.util.Hashtable.size();ILOG.J2CsMapping.Collections.Generics.IIterator.Count()
java.util.Hashtable.keySet();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.ListSet<%1>(Keys)
java.util.List.isEmpty();ILOG.J2CsMapping.Collections.Generics.IIterator.(Count==0)
java.util.List.remove(int);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.RemoveAt(@0,@1)
java.util.List.size();ILOG.J2CsMapping.Collections.Generics.IIterator.Count()
java.util.List.remove(Object);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.Remove(@0,@1)
java.util.List.listIterator(int);ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.ArrayListIterator(@0,@1)
java.util.List.toArray(T[]);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections./* Generics. */Collections.ToArray(@0,@1)
java.util.List.listIterator();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.ArrayListIterator(@0)
java.util.List.addAll(int,Collection<? extends E>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.AddAll(@0,@1,@2)
java.util.List.add(int,E);ILOG.J2CsMapping.Collections.Generics.IIterator.Insert(int,E)
java.util.List.iterator();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.IteratorAdapter<%1>(GetEnumerator())
java.util.List.contains(Object);ILOG.J2CsMapping.Collections.Generics.IIterator.Contains(java.lang.Object)
java.util.List.removeAll(Collection<?>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.RemoveAll(@0,@1)
java.util.Map.Entry.getKey();ILOG.J2CsMapping.Collections.Generics.IIterator.Key()
java.util.Map.Entry.getValue();ILOG.J2CsMapping.Collections.Generics.IIterator.Value()
java.util.Map.Entry.setValue(V);ILOG.J2CsMapping.Collections.Generics.IIterator.Value=@1
java.util.Collection.toArray(T[]);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.ToArray(@0,@1)
java.util.Collection.isEmpty();ILOG.J2CsMapping.Collections.Generics.IIterator.(Count==0)
java.util.Collection.iterator();ILOG.J2CsMapping.Collections.Generics.IIterator.new ILOG.J2CsMapping.Collections.Generics.IteratorAdapter<%1>(GetEnumerator())
java.util.Collection.clear();ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.Clear(@0)
java.util.Collection.toArray();ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.ToArray(@0)
java.util.Collection.addAll(Collection<? extends E>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.AddAll(@1,@0)
java.util.Collection.containsAll(Collection<?>);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.ContainsAll(@0,@1)
java.util.Collection.size();ILOG.J2CsMapping.Collections.Generics.IIterator.Count()
java.util.Enumeration.hasMoreElements();ILOG.J2CsMapping.Collections.Generics.IIterator.HasNext()
java.util.Collection.add(E);ILOG.J2CsMapping.Collections.Generics.IIterator.ILOG.J2CsMapping.Collections.Generics.Collections.Add(@0,@1)
java.util.LinkedList.getFirst();ILOG.J2CsMapping.Collections.Generics.IIterator.First.Value
java.util.LinkedList.remove();ILOG.J2CsMapping.Collections.Generics.IIterator.RemoveFirst()
java.util.LinkedList.getLast();ILOG.J2CsMapping.Collections.Generics.IIterator.Last.Value
java.util.LinkedList.element();ILOG.J2CsMapping.Collections.Generics.IIterator.First.Value
java.util.LinkedList.add(E);ILOG.J2CsMapping.Collections.Generics.IIterator.AddLast(@1)
java.util.Enumeration.nextElement();ILOG.J2CsMapping.Collections.Generics.IIterator.Next()
java.util.Enumeration.hasMoreElements();ILOG.J2CsMapping.Collections.Generics.IIterator.HasNext()
java.lang.ref.SoftReference.get();System.WeakReference.(%1)Target()
java.lang.Iterable.iterator();System.Collections.Generic.IEnumerable.new ILOG.J2CsMapping.Collections.Generics.IteratorAdapter<%1>(GetEnumerator())
java.lang.Class.getComponentType();System.Collections.Generic.IEnumerable.GetElementType()
java.lang.Class.getDeclaredConstructor(Class<?>[]);System.Collections.Generic.IEnumerable.ILOG.J2CsMapping.Reflect.Helper.GetConstructor(@0,@1)
java.lang.Class.isArray();System.Collections.Generic.IEnumerable.IsArray()
java.lang.Class.getMethod(String,Class<?>[]);System.Collections.Generic.IEnumerable.ILOG.J2CsMapping.Reflect.Helper.GetMethod(@0,@1,@2)
java.lang.Class.getResourceAsStream(String);System.Collections.Generic.IEnumerable.Assembly.GetFile(@1)
java.lang.Class.isInstance(Object);System.Collections.Generic.IEnumerable.IsInstanceOfType(java.lang.Object)
java.lang.Class.isInterface();System.Collections.Generic.IEnumerable.IsInterface()
java.lang.Class.forName(String,boolean,ClassLoader);System.Collections.Generic.IEnumerable.ILOG.J2CsMapping.Reflect.Helper.GetNativeType(@1)
java.lang.Class.getDeclaredConstructors();System.Collections.Generic.IEnumerable.GetConstructors()
java.lang.Class.isPrimitive();System.Collections.Generic.IEnumerable.IsPrimitive()
java.lang.Class.getCanonicalName();System.Collections.Generic.IEnumerable.FullName()
java.lang.Class.getModifiers();System.Collections.Generic.IEnumerable.new ILOG.J2CsMapping.Reflect.IlrModifier(@0).GetModifiers()
java.lang.Class.getDeclaredFields();System.Collections.Generic.IEnumerable.GetFields()
java.lang.Class.getDeclaredMethods();System.Collections.Generic.IEnumerable.GetMethods()
java.lang.Class.getSuperclass();System.Collections.Generic.IEnumerable.BaseType()
java.lang.Class.getConstructor(Class<?>[]);System.Collections.Generic.IEnumerable.ILOG.J2CsMapping.Reflect.Helper.GetConstructor(@0,@1)
java.lang.Class.getDeclaredMethod(String,Class<?>[]);System.Collections.Generic.IEnumerable.ILOG.J2CsMapping.Reflect.Helper.GetMethod(@0,@1,@2)
java.lang.Class.newInstance();System.Collections.Generic.IEnumerable.Activator.CreateInstance(@0)
java.lang.Class.getClassLoader();System.Collections.Generic.IEnumerable.Assembly()
java.lang.Class.getSimpleName();System.Collections.Generic.IEnumerable.Name()
java.lang.Class.forName(String);System.Collections.Generic.IEnumerable.ILOG.J2CsMapping.Reflect.Helper.GetNativeType(@1)
java.lang.Class.getDeclaringClass();System.Collections.Generic.IEnumerable.DeclaringType()
java.lang.Class.getName();System.Collections.Generic.IEnumerable.FullName()
java.lang.Class.getDeclaredField(String);System.Collections.Generic.IEnumerable.GetField(java.lang.String)
java.text.DecimalFormatSymbols.getGroupingSeparator();System.Globalization.NumberFormatInfo.NumberGroupSeparator[0]
java.text.DecimalFormatSymbols.getDecimalSeparator();System.Globalization.NumberFormatInfo.NumberDecimalSeparator[0]
java.math.BigInteger.valueOf(long);System.Int64.@1M
java.math.BigInteger.pow(int);System.Int64.Math.Pow(@0,@1)
java.math.BigDecimal.scale();System.Int64.(int)@0
java.math.BigDecimal.signum();System.Int64.(int)@0
java.math.BigDecimal.setScale(int,int);System.Int64.@0
java.math.BigDecimal.unscaledValue();System.Int64.@0
java.math.BigDecimal.movePointRight(int);System.Int64.@0
java.math.BigDecimal.valueOf(long);System.Int64.@1M
java.math.BigDecimal.movePointLeft(int);System.Int64.@0
java.math.BigDecimal.multiply(BigDecimal);System.Int64.Decimal.Multiply(@0,@1)
java.math.BigDecimal.divide(BigDecimal,int);System.Int64.Decimal.Round(Decimal.Divide(@0,@1),@2)
org.xml.sax.Locator.getLineNumber();ILOG.J2CsMapping.XML.Sax.ILocator.LineNumber()
org.xml.sax.Locator.getColumnNumber();ILOG.J2CsMapping.XML.Sax.ILocator.ColumnNumber()
org.junit.Assert.assertNull(String,Object);NUnit.Framework.Assert.NUnit.Framework.Assert.IsNull(@2,@1)
org.junit.Assert.assertNotNull(String,Object);NUnit.Framework.Assert.NUnit.Framework.Assert.IsNotNull(@2,@1)
org.junit.Assert.assertNotSame(String,Object,Object);NUnit.Framework.Assert.NUnit.Framework.Assert.AreNotSame(@2,@3,@1)
org.junit.Assert.assertTrue(boolean);NUnit.Framework.Assert.NUnit.Framework.Assert.IsTrue(@1)
org.junit.Assert.assertSame(Object,Object);NUnit.Framework.Assert.NUnit.Framework.Assert.AreSame(@1,@2)
org.junit.Assert.fail(String);NUnit.Framework.Assert.NUnit.Framework.Assert.Fail(@1)
org.junit.Assert.assertEquals(double,double,double);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@1,@2,@3)
org.junit.Assert.assertFalse(String,boolean);NUnit.Framework.Assert.NUnit.Framework.Assert.IsFalse(@2,@1)
org.junit.Assert.assertNotSame(Object,Object);NUnit.Framework.Assert.NUnit.Framework.Assert.AreNotSame(@1,@2)
org.junit.Assert.assertFalse(boolean);NUnit.Framework.Assert.NUnit.Framework.Assert.IsFalse(@1)
org.junit.Assert.assertEquals(String,double,double,double);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@2,@3,@4,@1)
org.junit.Assert.assertSame(String,Object,Object);NUnit.Framework.Assert.NUnit.Framework.Assert.AreSame(@2,@3,@1)
org.junit.Assert.assertEquals(Object[],Object[]);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@1,@2)
org.junit.Assert.assertEquals(String,Object[],Object[]);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@2,@3,@1)
org.junit.Assert.assertNull(Object);NUnit.Framework.Assert.NUnit.Framework.Assert.IsNull(@1)
org.junit.Assert.assertNotNull(Object);NUnit.Framework.Assert.NUnit.Framework.Assert.IsNotNull(@1)
org.junit.Assert.assertTrue(String,boolean);NUnit.Framework.Assert.NUnit.Framework.Assert.IsTrue(@2,@1)
java.util.AbstractCollection.size();System.Collections.ICollection.Count()
java.util.AbstractCollection.remove(Object);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.Remove(@0,@1)
java.util.AbstractCollection.removeAll(Collection<?>);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.RemoveAll(@0,@1)
java.util.Date.before(Date);System.Collections.ICollection.ILOG.J2CsMapping.Util.DateUtil.Before(@0,@1)
java.util.Date.getDay();System.Collections.ICollection.Day()
java.util.Date.getMonth();System.Collections.ICollection.Month()
java.util.Date.getTime();System.Collections.ICollection.(Ticks/10000)
java.util.Date.after(Date);System.Collections.ICollection.ILOG.J2CsMapping.Util.DateUtil.After(@0,@1)
java.util.Date.setTime(long);System.Collections.ICollection.@0=new DateTime((@1)*10000)
java.util.Date.getYear();System.Collections.ICollection.Year()
java.util.Set.iterator();System.Collections.ICollection.new ILOG.J2CsMapping.Collections.IteratorAdapter(GetEnumerator())
java.util.TreeSet.size();System.Collections.ICollection.Count()
java.util.TreeSet.clone();System.Collections.ICollection.Clone()
